"GeneSymbol","G401_Empty_Day3_A","G401_Empty_Day3_B","G401_BAF47_Day3_A","G401_BAF47_Day3_B"
"MEGF11",82,97,115,90
"MEGF6",549,677,937,860
"MEGF8",1470,1428,2678,2891
"MEGF9",118,118,238,269
"MEI1",2,1,3,4
"MEI4",2,1,1,0
"MEIG1",7,6,6,7
"MEIKIN",0,0,0,1
"MEIOB",1802,1772,607,772
"MEIS1",0,2,0,0
"MEIS1-AS2",0,0,0,0
"MEIS1-AS3",0,0,0,0
"MEIS2",2410,2368,3085,3128
"MEIS3",944,852,1274,1338
"MEIS3P1",114,111,176,145
"MELK",1198,1160,884,1020
"MEMO1",1231,1144,1212,1091
"MEN1",2378,2486,2008,2093
"MEOX1",299,276,226,295
"MEOX2",0,0,0,0
"MEOX2-AS1",0,0,0,0
"MEP1A",0,0,1,0
"MEP1B",1,1,0,0
"MEPCE",2016,1921,1053,1153
"MEPE",3,5,3,3
"MERTK",430,454,413,448
"MESDC1",1809,1617,985,883
"MESDC2",1864,1741,1504,1765
"MESP1",1,8,5,0
"MESP2",0,1,2,0
"MEST",124,126,1187,789
"MESTIT1",0,0,1,1
"MET",0,1,4,12
"METAP1",1484,1422,967,980
"METAP1D",71,55,37,39
"METAP2",4109,3918,2853,2858
"METRN",4249,3995,2018,1995
"METRNL",446,411,731,870
"METTL1",617,622,334,394
"METTL10",576,553,379,515
"METTL11B",1,1,1,3
"METTL12",177,167,90,94
"METTL13",2448,2332,1047,1325
"METTL14",493,483,468,561
"METTL15",672,642,588,543
"METTL16",1664,1620,887,1301
"METTL17",1205,1257,1078,1240
"METTL18",207,198,127,149
"METTL20",35,32,27,22
"METTL21A",573,446,451,413
"METTL21B",192,210,153,181
"METTL21C",0,0,1,0
"METTL21EP",3,4,2,2
"METTL22",393,377,262,326
"METTL23",389,371,345,399
"METTL24",8,13,12,16
"METTL25",80,78,77,72
"METTL2A",701,575,467,566
"METTL2B",737,616,509,605
"METTL3",1856,2064,1437,1603
"METTL4",179,176,179,151
"METTL5",2508,2346,1377,1685
"METTL6",616,529,458,509
"METTL7A",18,13,376,207
"METTL7B",2,0,9,6
"METTL8",1252,1191,718,845
"METTL9",1901,1698,1571,1722
"MEX3A",1113,1089,896,1329
"MEX3B",0,5,0,3
"MEX3C",1059,943,1017,905
"MEX3D",1571,1481,1014,1009
"MFAP1",1919,1750,1369,1860
"MFAP2",1152,1105,1081,1485
"MFAP3",692,667,794,786
"MFAP3L",68,49,70,64
"MFAP4",23,16,38,37
"MFAP5",3,4,36,24
"MFF",1595,1489,1442,1419
"MFGE8",4202,3931,16993,18517
"MFHAS1",1128,1151,762,702
"MFI2",918,872,728,779
"MFI2-AS1",141,193,96,90
"MFN1",521,541,454,381
"MFN2",4079,4140,2423,2472
"MFNG",9,16,2,3
"MFRP",40,31,85,192
"MFSD1",351,393,445,467
"MFSD10",1443,1621,2022,1697
"MFSD11",1774,1686,1294,1172
"MFSD12",3333,3199,2098,1960
"MFSD2A",294,277,180,190
"MFSD2B",3,1,4,2
"MFSD3",748,744,874,954
"MFSD4",19,18,18,15
"MFSD5",848,780,630,628
"MFSD6",17,15,99,94
"MFSD6L",0,0,0,0
"MFSD7",52,50,31,27
"MFSD8",465,490,439,466
"MFSD9",172,103,178,118
"MGA",791,863,603,682
"MGAM",0,0,1,0
"MGAM2",0,0,0,0
"MGARP",10,4,9,5
"MGAT1",2905,2629,3620,3750
"MGAT2",1319,1019,1156,897
"MGAT3",634,610,574,628
"MGAT3-AS1",0,0,0,1
"MGAT4A",104,88,218,139
"MGAT4B",4368,4405,4955,5121
"MGAT4C",0,0,2,0
"MGAT4D",0,0,0,0
"MGAT4EP",1,1,1,3
"MGAT5",68,82,97,71
"MGAT5B",242,205,133,126
"MGC12916",5,4,36,37
"MGC15885",0,0,0,0
"MGC16025",2,1,2,1
"MGC16142",14,16,15,17
"MGC16275",34,34,27,41
"MGC27345",326,355,181,297
"MGC27382",0,0,0,0
"MGC2889",0,0,0,1
"MGC32805",0,0,0,0
"MGC34796",0,1,0,0
"MGC39584",1,0,0,0
"MGC45922",7,6,3,9
"MGC57346",290,241,291,291
"MGC57346-CRHR1",71,69,61,77
"MGC70870",27,30,18,11
"MGC72080",390,358,303,257
"MGEA5",3678,3906,3740,3753
"MGLL",1,0,17,8
"MGME1",1538,1502,894,1019
"MGMT",866,759,700,751
"MGP",0,0,1,0
"MGRN1",1670,1627,1589,1441
"MGST1",0,0,0,0
"MGST2",0,0,0,0
"MGST3",192,171,515,496
"MHRT",0,0,1,0
"MIA",9,7,3,5
"MIA-RAB4B",199,170,178,131
"MIA2",0,0,0,0
"MIA3",767,788,739,781
"MIAT",29,30,25,20
"MIATNB",10,6,10,20
"MIB1",1901,1861,1830,1269
"MIB2",1163,1269,1122,1067
"MICA",751,706,821,799
"MICAL1",690,889,2955,3944
"MICAL2",672,623,936,967
"MICAL3",1100,1228,1305,1443
"MICALCL",2,5,13,5
"MICALL1",2585,2255,2636,2405
"MICALL2",509,529,702,643
"MICB",649,618,566,592
"MICU1",1556,1407,1397,1598
"MICU2",1291,1172,1182,1258
"MICU3",392,472,380,170
"MID1",11,8,44,64
"MID1IP1",3,0,1,0
"MID1IP1-AS1",0,0,0,0
"MID2",8,6,21,17
"MIDN",2604,2439,1795,1918
"MIEF1",2692,2596,1440,1365
"MIEF2",413,394,678,675
"MIEN1",918,776,826,918
"MIER1",769,844,738,540
"MIER2",1038,1061,819,917
"MIER3",698,726,794,440
"MIF",1,0,1,1
"MIF-AS1",1,0,1,1
"MIF4GD",337,284,361,409
"MIIP",878,854,512,543
"MILR1",0,0,5,1
"MIMT1",7,1,3,2
"MINA",787,784,379,429
"MINK1",1254,1360,1434,1213
"MINOS1",1693,1493,1153,1093
"MINOS1-NBL1",947,754,1117,1330
"MINOS1P1",3,3,4,5
"MINPP1",533,452,566,562
"MIOS",2240,2282,1296,1528
"MIOX",9,6,2,0
"MIP",3,7,5,5
"MIPEP",931,861,430,563
"MIPEPP3",36,37,18,18
"MIPOL1",174,188,132,114
"MIR1-1",0,0,0,0
"MIR1-1HG",0,0,1,0
"MIR1-2",0,0,0,0
"MIR100",0,0,0,0
"MIR100HG",0,0,0,0
"MIR101-1",0,0,0,0
"MIR101-2",0,0,0,0
"MIR103A1",0,0,0,0
"MIR103A2",3,0,1,0
"MIR103B1",0,0,0,0
"MIR103B2",3,0,1,0
"MIR105-1",0,0,0,0
"MIR105-2",0,0,0,0
"MIR106A",1,2,0,0
"MIR106B",2,2,0,0
"MIR107",0,0,0,0
"MIR10A",0,0,0,0
"MIR10B",0,0,0,0
"MIR1178",0,0,0,0
"MIR1179",0,0,0,0
"MIR1180",0,0,0,1
"MIR1181",12,11,8,6
"MIR1182",0,1,1,0
"MIR1183",0,0,0,0
"MIR1184-1",86,92,40,38
"MIR1184-2",86,92,40,38
"MIR1184-3",86,92,40,38
"MIR1185-1",0,0,0,0
"MIR1185-2",0,0,0,0
"MIR1193",0,0,0,0
"MIR1197",0,0,0,0
"MIR1199",2,2,1,1
"MIR1200",0,0,0,0
"MIR1202",0,0,0,0
"MIR1203",0,0,0,0
"MIR1204",16,5,15,11
"MIR1205",0,0,0,0
"MIR1206",0,0,0,0
"MIR1207",0,0,0,0
"MIR1208",0,0,0,0
"MIR122",0,0,0,0
"MIR1224",0,0,0,0
"MIR1225",0,0,0,0
"MIR1226",141,115,86,93
"MIR1227",1,3,0,4
"MIR1228",5,6,11,5
"MIR1229",31,38,36,31
"MIR1231",2,3,6,5
"MIR1233-1",14,12,10,10
"MIR1233-2",14,12,10,10
"MIR1234",0,0,0,0
"MIR1236",8,7,4,2
"MIR1237",27,40,25,34
"MIR1238",49,52,41,47
"MIR124-1",0,0,0,0
"MIR124-2",0,0,0,0
"MIR124-2HG",0,0,0,0
"MIR124-3",0,0,0,0
"MIR1243",0,0,0,0
"MIR1244-1",4080,3885,1786,2191
"MIR1244-2",4080,3885,1786,2191
"MIR1244-3",4080,3885,1786,2191
"MIR1244-4",4080,3885,1786,2191
"MIR1245A",0,0,0,0
"MIR1245B",0,0,0,0
"MIR1246",0,0,0,0
"MIR1247",0,0,0,0
"MIR1248",134,106,78,155
"MIR1249",0,0,0,0
"MIR1250",0,0,0,0
"MIR1251",0,0,0,0
"MIR1252",0,0,0,0
"MIR1253",0,0,0,0
"MIR1254-1",2,1,0,4
"MIR1254-2",0,0,0,0
"MIR1255A",0,0,0,0
"MIR1255B1",0,0,0,0
"MIR1255B2",0,0,0,0
"MIR1256",0,0,0,0
"MIR1257",0,0,0,0
"MIR1258",0,0,0,0
"MIR125A",0,0,0,0
"MIR125B1",0,0,0,0
"MIR125B2",0,0,0,0
"MIR126",0,0,0,0
"MIR1260A",0,0,0,0
"MIR1260B",0,0,0,0
"MIR1261",0,0,0,0
"MIR1262",0,0,0,0
"MIR1263",0,0,0,0
"MIR1264",0,0,0,0
"MIR1265",0,0,0,0
"MIR1266",0,0,0,0
"MIR1267",0,0,0,0
"MIR1268A",0,0,0,0
"MIR1269A",0,0,0,0
"MIR1269B",0,0,0,0
"MIR127",0,0,0,0
"MIR1270",0,0,0,0
"MIR1271",0,0,0,0
"MIR1272",0,0,0,0
"MIR1273A",0,0,0,0
"MIR1273C",0,0,0,1
"MIR1273E",0,0,0,0
"MIR1273F",0,0,0,0
"MIR1273G",0,0,0,0
"MIR1273H",0,0,0,0
"MIR1275",0,0,0,0
"MIR1276",0,0,0,0
"MIR1277",0,0,0,0
"MIR1278",0,0,0,0
"MIR1279",1,3,0,0
"MIR128-1",0,0,0,0
"MIR128-2",0,0,0,0
"MIR1281",1,0,0,0
"MIR1282",65,62,64,69
"MIR1283-1",0,0,0,0
"MIR1283-2",0,0,0,0
"MIR1284",0,0,0,0
"MIR1286",0,0,0,0
"MIR1287",0,0,0,0
"MIR1288",0,0,0,0
"MIR1289-1",0,0,0,1
"MIR1289-2",0,0,0,0
"MIR129-1",0,0,0,0
"MIR129-2",0,0,0,0
"MIR1290",0,0,0,0
"MIR1291",0,1,0,1
"MIR1292",2,2,1,1
"MIR1293",0,0,0,0
"MIR1294",0,0,0,0
"MIR1295A",0,0,0,0
"MIR1295B",0,0,0,0
"MIR1296",0,0,0,0
"MIR1297",0,0,0,0
"MIR1298",0,0,0,0
"MIR1299",0,0,0,0
"MIR1301",0,0,0,0
"MIR1302-1",0,0,0,0
"MIR1302-10",0,1,2,1
"MIR1302-11",0,1,2,1
"MIR1302-2",0,1,2,1
"MIR1302-3",0,1,1,0
"MIR1302-4",0,0,0,0
"MIR1302-5",0,0,0,0
"MIR1302-6",0,0,0,0
"MIR1302-7",0,0,0,0
"MIR1302-8",0,0,0,0
"MIR1302-9",0,1,2,1
"MIR1303",0,0,0,0
"MIR1304",6,9,3,2
"MIR1305",0,0,0,0
"MIR1306",17,9,16,13
"MIR1307",81,72,37,28
"MIR130A",0,0,0,0
"MIR130B",0,0,0,0
"MIR132",0,1,0,0
"MIR1321",0,0,0,0
"MIR1322",0,0,0,0
"MIR1323",0,0,0,0
"MIR1324",0,0,0,0
"MIR133A1",0,0,0,0
"MIR133A1HG",0,1,2,2
"MIR133A2",0,0,0,0
"MIR133B",0,0,0,0
"MIR134",0,0,0,0
"MIR1343",0,0,0,0
"MIR135A1",1,1,0,0
"MIR135A2",0,0,0,0
"MIR135B",0,0,0,0
"MIR136",0,0,0,0
"MIR137",0,0,0,0
"MIR137HG",0,0,0,0
"MIR138-1",0,0,0,0
"MIR138-2",0,0,0,0
"MIR139",0,0,0,0
"MIR140",0,0,0,0
"MIR141",0,0,0,0
"MIR142",0,0,0,0
"MIR143",0,0,0,0
"MIR143HG",0,0,5,3
"MIR144",0,0,0,0
"MIR145",0,0,0,0
"MIR1468",0,0,0,0
"MIR1469",0,0,0,0
"MIR146A",0,0,0,0
"MIR146B",0,0,0,0
"MIR1470",0,0,0,0
"MIR1471",0,0,0,0
"MIR147A",0,0,0,0
"MIR147B",0,0,0,6
"MIR148A",0,0,0,0
"MIR148B",0,0,0,0
"MIR149",1,4,2,1
"MIR150",0,1,0,0
"MIR151B",0,0,0,0
"MIR152",0,0,0,0
"MIR153-1",0,0,0,0
"MIR153-2",0,0,0,0
"MIR1537",0,0,0,0
"MIR1538",2,1,3,0
"MIR1539",0,0,0,0
"MIR154",0,0,0,0
"MIR155",0,0,0,0
"MIR155HG",0,0,0,0
"MIR15A",0,0,0,0
"MIR15B",0,0,0,0
"MIR16-1",0,0,0,0
"MIR16-2",0,0,0,0
"MIR17",0,0,0,0
"MIR17HG",111,151,43,21
"MIR181A1",0,0,0,0
"MIR181A1HG",0,0,0,0
"MIR181A2",0,0,0,0
"MIR181A2HG",51,54,20,12
"MIR181B1",0,0,0,0
"MIR181B2",0,0,0,0
"MIR181C",0,0,0,0
"MIR181D",0,1,1,0
"MIR182",0,0,0,0
"MIR1825",21,18,20,22
"MIR1827",0,0,0,0
"MIR183",0,0,0,0
"MIR184",0,0,0,0
"MIR185",0,0,0,0
"MIR186",1,3,0,0
"MIR187",0,0,0,0
"MIR188",0,0,0,0
"MIR18A",0,0,0,0
"MIR18B",1,3,0,0
"MIR1908",0,0,0,0
"MIR1909",38,41,21,21
"MIR190A",0,0,0,0
"MIR190B",0,0,0,0
"MIR191",0,0,0,0
"MIR1910",0,0,0,0
"MIR1911",0,0,0,0
"MIR1912",0,0,0,0
"MIR1913",0,0,0,0
"MIR1914",4,6,11,7
"MIR1915",5,1,4,2
"MIR192",0,0,0,0
"MIR193A",5,6,1,0
"MIR193B",0,0,0,0
"MIR194-1",0,0,0,0
"MIR194-2",0,0,0,0
"MIR195",0,0,0,0
"MIR196A1",0,0,0,0
"MIR196A2",1,1,0,0
"MIR196B",5,5,5,3
"MIR197",1,0,0,0
"MIR1972-1",0,0,0,0
"MIR1972-2",0,0,0,0
"MIR1973",0,0,0,0
"MIR1976",0,0,0,0
"MIR198",3,5,61,28
"MIR199A1",0,0,0,0
"MIR199A2",3,10,5,9
"MIR199B",0,0,0,1
"MIR19A",0,0,0,0
"MIR19B1",0,0,0,0
"MIR19B2",0,1,0,0
"MIR200A",0,0,0,0
"MIR200B",0,0,0,0
"MIR200C",0,0,0,0
"MIR202",0,0,0,0
"MIR202HG",3,0,1,0
"MIR203A",0,0,0,0
"MIR203B",0,0,0,0
"MIR204",0,0,0,0
"MIR205",0,0,0,0
"MIR2052",0,0,0,0
"MIR2052HG",0,0,0,0
"MIR2053",0,0,0,0
"MIR2054",0,0,0,0
"MIR205HG",0,0,1,0
"MIR206",0,0,0,0
"MIR208A",0,0,0,0
"MIR208B",0,0,0,0
"MIR20A",0,0,0,0
"MIR20B",0,2,1,0
"MIR21",1,1,0,2
"MIR210",0,0,0,1
"MIR210HG",32,67,128,108
"MIR211",0,0,0,0
"MIR2110",0,1,0,0
"MIR2113",0,0,0,0
"MIR2114",0,0,0,0
"MIR2115",0,0,0,0
"MIR2116",1,0,0,0
"MIR2117",0,0,0,0
"MIR212",1,0,2,2
"MIR214",68,87,67,44
"MIR215",0,0,0,0
"MIR216A",0,0,0,0
"MIR216B",0,0,0,0
"MIR217",0,0,0,0
"MIR217HG",0,0,0,0
"MIR218-1",0,0,0,0
"MIR218-2",0,0,0,0
"MIR219A1",2,3,2,3
"MIR219A2",0,2,0,1
"MIR219B",0,2,0,1
"MIR22",5,4,5,3
"MIR221",0,0,1,1
"MIR222",0,0,0,0
"MIR223",0,0,0,0
"MIR224",0,0,0,0
"MIR2276",0,0,0,0
"MIR2277",4,1,0,2
"MIR2278",0,0,0,0
"MIR22HG",297,363,447,491
"MIR2355",0,0,0,0
"MIR2392",0,0,0,0
"MIR23A",0,0,0,0
"MIR23B",0,0,0,0
"MIR23C",0,0,0,0
"MIR24-1",0,0,1,1
"MIR24-2",0,1,0,0
"MIR2467",0,0,0,0
"MIR25",12,14,5,14
"MIR2681",0,0,0,0
"MIR2682",0,0,0,0
"MIR26A1",0,0,0,0
"MIR26A2",1,0,0,0
"MIR26B",0,0,0,2
"MIR27A",0,0,0,0
"MIR27B",0,0,0,0
"MIR28",0,0,0,0
"MIR2861",2,4,5,1
"MIR2909",0,0,0,0
"MIR296",0,0,0,0
"MIR298",0,0,0,0
"MIR299",0,0,0,0
"MIR29A",0,0,0,0
"MIR29B1",0,0,0,0
"MIR29B2",0,0,0,1
"MIR29C",0,0,0,0
"MIR300",0,0,0,0
"MIR301A",0,0,0,0
"MIR301B",0,0,0,0
"MIR302A",0,0,0,0
"MIR302B",0,0,0,0
"MIR302C",0,0,0,0
"MIR302D",0,1,0,0
"MIR302E",0,0,0,0
"MIR302F",0,0,0,0
"MIR3064",31,36,51,20
"MIR3065",0,0,1,0
"MIR3074",0,0,1,2
"MIR30A",0,0,0,0
"MIR30B",0,0,0,0
"MIR30C1",0,0,0,0
"MIR30C2",0,0,0,0
"MIR30D",0,0,0,0
"MIR30E",0,0,0,0
"MIR31",0,0,0,0
"MIR3115",0,0,0,0
"MIR3116-1",0,0,0,0
"MIR3116-2",0,0,0,0
"MIR3117",0,0,0,0
"MIR3118-1",0,0,0,0
"MIR3118-2",0,0,0,0
"MIR3118-3",0,0,0,0
"MIR3118-4",0,0,0,0
"MIR3119-1",0,0,0,0
"MIR3119-2",0,0,0,0
"MIR3120",25,42,30,16
"MIR3121",0,0,0,0
"MIR3122",0,0,0,0
"MIR3123",0,0,0,0
"MIR3124",0,0,0,0
"MIR3125",0,0,0,0
"MIR3126",0,0,0,0
"MIR3127",0,0,0,0
"MIR3128",0,0,0,0
"MIR3129",0,0,0,0
"MIR3130-1",0,0,0,0
"MIR3130-2",0,0,0,0
"MIR3131",0,0,0,0
"MIR3132",1,0,0,0
"MIR3133",0,0,0,0
"MIR3134",0,0,0,0
"MIR3135A",0,0,0,0
"MIR3135B",1,0,1,0
"MIR3136",0,0,0,0
"MIR3137",0,0,0,0
"MIR3138",0,1,0,0
"MIR3139",0,0,1,0
"MIR3140",0,0,0,0
"MIR3141",0,0,0,0
"MIR3142",0,0,0,0
"MIR3143",0,0,0,0
"MIR3144",0,0,0,0
"MIR3145",0,0,0,0
"MIR3146",0,0,0,0
"MIR3147",0,0,0,0
"MIR3148",0,0,0,0
"MIR3149",0,0,0,0
"MIR3150A",0,0,0,0
"MIR3150B",0,0,0,0
"MIR3151",0,0,0,0
"MIR3152",0,0,0,0
"MIR3153",0,0,0,2
"MIR3154",0,0,0,0
"MIR3155A",0,0,0,0
"MIR3155B",0,0,0,0
"MIR3156-1",0,0,0,0
"MIR3156-2",0,0,0,0
"MIR3156-3",0,0,0,0
"MIR3157",0,0,0,0
"MIR3158-1",0,0,0,0
"MIR3158-2",0,0,0,0
"MIR3160-1",0,0,0,0
"MIR3160-2",0,0,0,0
"MIR3161",0,0,0,0
"MIR3162",0,0,0,0
"MIR3163",0,0,0,0
"MIR3164",0,0,1,0
"MIR3165",0,0,0,0
"MIR3166",0,0,0,0
"MIR3167",0,0,0,0
"MIR3168",1,0,0,0
"MIR3169",0,0,0,0
"MIR3170",0,0,0,0
"MIR3171",0,0,0,0
"MIR3173",1,0,1,0
"MIR3174",0,0,0,0
"MIR3175",0,0,0,0
"MIR3176",0,0,0,0
"MIR3177",0,0,0,0
"MIR3178",0,0,0,0
"MIR3179-1",6,10,10,16
"MIR3179-2",6,10,10,16
"MIR3179-3",6,10,10,16
"MIR3179-4",6,10,10,16
"MIR3180-1",0,0,0,0
"MIR3180-2",0,0,0,0
"MIR3180-3",0,0,0,0
"MIR3180-4",0,0,0,0
"MIR3180-5",0,0,0,0
"MIR3181",0,0,0,0
"MIR3182",0,0,0,0
"MIR3183",0,0,0,0
"MIR3184",1,1,0,2
"MIR3185",12,5,11,13
"MIR3186",0,0,0,0
"MIR3187",56,51,23,19
"MIR3188",0,0,0,0
"MIR3189",2,4,7,3
"MIR3190",0,5,7,7
"MIR3191",0,5,7,6
"MIR3192",1,0,1,1
"MIR3193",0,0,0,0
"MIR3194",0,0,0,0
"MIR3195",0,0,0,0
"MIR3196",1,0,0,0
"MIR3197",0,0,0,0
"MIR3198-1",0,0,0,0
"MIR3198-2",54,70,67,64
"MIR3199-1",0,0,0,0
"MIR3199-2",0,0,0,0
"MIR31HG",0,0,0,0
"MIR32",0,0,0,0
"MIR3200",0,0,0,0
"MIR3201",0,0,0,0
"MIR3202-1",0,1,0,0
"MIR3202-2",0,1,0,0
"MIR320A",0,0,0,0
"MIR320B1",0,0,0,0
"MIR320B2",2,1,0,0
"MIR320C1",1,0,0,1
"MIR320C2",0,0,0,0
"MIR320D1",0,0,0,0
"MIR320D2",0,0,0,0
"MIR320E",0,0,0,0
"MIR323A",0,0,0,0
"MIR323B",0,0,0,0
"MIR324",63,63,59,57
"MIR325",0,0,0,0
"MIR325HG",0,0,0,0
"MIR326",0,0,0,0
"MIR328",1,2,1,4
"MIR329-1",0,0,0,0
"MIR329-2",0,0,0,0
"MIR330",0,0,0,0
"MIR331",0,0,0,0
"MIR335",0,0,0,0
"MIR337",0,0,0,0
"MIR338",0,0,0,0
"MIR339",0,0,0,0
"MIR33A",0,0,0,0
"MIR33B",3,0,1,0
"MIR340",0,0,0,0
"MIR342",0,0,0,0
"MIR345",0,0,0,0
"MIR346",0,0,0,0
"MIR34A",1,0,0,0
"MIR34B",0,0,1,0
"MIR34C",1,0,1,2
"MIR3529",0,0,1,0
"MIR3591",0,0,0,0
"MIR3605",0,1,3,0
"MIR3606",0,0,1,0
"MIR3607",5,2,1,3
"MIR3609",0,0,0,0
"MIR361",0,0,0,0
"MIR3610",0,1,0,0
"MIR3611",0,0,0,0
"MIR3612",0,0,0,0
"MIR3613",0,1,0,0
"MIR3614",13,12,16,7
"MIR3615",0,0,0,0
"MIR3616",0,0,0,0
"MIR3617",0,0,0,0
"MIR3618",6,9,5,1
"MIR3619",0,0,0,0
"MIR362",0,0,0,0
"MIR3620",249,188,187,234
"MIR3621",0,0,0,0
"MIR3622A",0,0,0,0
"MIR3622B",0,0,0,0
"MIR363",5,4,0,0
"MIR3646",0,0,0,0
"MIR3648-1",26,45,29,56
"MIR3648-2",26,45,29,56
"MIR3649",0,0,0,0
"MIR3650",0,0,0,0
"MIR3651",0,0,0,2
"MIR3652",63,60,41,60
"MIR3653",0,0,0,0
"MIR3654",3272,2908,2665,3380
"MIR3655",3,1,0,0
"MIR3656",63,76,57,96
"MIR3657",0,0,0,0
"MIR3658",60,57,33,13
"MIR3659",0,0,0,0
"MIR365A",0,0,0,0
"MIR365B",0,0,0,0
"MIR3660",0,0,0,0
"MIR3661",127,136,107,108
"MIR3662",0,0,1,1
"MIR3663",0,0,0,0
"MIR3663HG",0,0,0,0
"MIR3664",0,0,0,0
"MIR3665",1,0,0,0
"MIR3666",0,0,0,0
"MIR3667",0,0,0,0
"MIR3668",0,0,0,0
"MIR367",14,7,7,4
"MIR3670-1",0,0,0,0
"MIR3670-2",0,0,0,0
"MIR3670-3",0,0,0,0
"MIR3670-4",0,0,0,0
"MIR3671",0,3,0,0
"MIR3672",0,0,0,0
"MIR3674",0,0,0,0
"MIR3675",0,0,0,0
"MIR3677",0,1,0,0
"MIR3678",0,0,0,0
"MIR3679",0,0,0,0
"MIR3680-1",0,0,0,2
"MIR3680-2",0,0,0,2
"MIR3681",0,0,0,0
"MIR3682",1,5,2,0
"MIR3683",0,0,0,0
"MIR3684",0,0,0,0
"MIR3685",0,1,0,0
"MIR3686",0,0,0,0
"MIR3687-1",59,85,56,50
"MIR3687-2",59,85,56,50
"MIR3688-1",0,0,0,0
"MIR3688-2",0,0,0,0
"MIR3689A",0,0,0,0
"MIR3689B",0,0,0,0
"MIR3689C",0,0,0,0
"MIR3689D1",0,0,0,0
"MIR3689D2",0,0,0,0
"MIR3689E",0,0,0,0
"MIR3689F",0,0,0,0
"MIR369",0,0,0,0
"MIR3690",0,0,2,0
"MIR3691",0,0,0,0
"MIR3692",0,0,0,0
"MIR370",0,0,0,0
"MIR3713",0,0,0,0
"MIR3714",0,0,0,0
"MIR371A",0,0,0,0
"MIR371B",0,0,0,0
"MIR372",0,0,0,0
"MIR373",2,0,0,0
"MIR374A",0,0,0,0
"MIR374B",0,0,1,0
"MIR374C",0,0,1,0
"MIR375",0,0,0,0
"MIR376A1",0,0,0,0
"MIR376A2",0,0,0,0
"MIR376B",0,0,0,0
"MIR376C",0,0,0,0
"MIR377",0,0,0,0
"MIR378A",0,0,0,0
"MIR378B",0,0,0,0
"MIR378C",0,0,0,0
"MIR378D1",0,0,0,0
"MIR378D2",0,0,0,0
"MIR378E",0,0,0,0
"MIR378F",0,0,0,0
"MIR378G",0,0,0,0
"MIR378H",0,0,0,0
"MIR378I",0,0,1,0
"MIR378J",1,1,2,4
"MIR379",0,0,0,0
"MIR380",0,0,0,0
"MIR381",0,0,0,0
"MIR381HG",0,0,0,0
"MIR382",0,0,0,0
"MIR383",0,0,0,0
"MIR384",0,0,0,0
"MIR3907",0,0,0,0
"MIR3908",0,0,0,0
"MIR3909",0,0,1,0
"MIR3910-1",0,0,0,0
"MIR3910-2",0,0,0,0
"MIR3911",0,2,1,2
"MIR3912",0,0,0,1
"MIR3913-1",0,0,0,0
"MIR3913-2",0,0,0,0
"MIR3914-1",0,0,0,0
"MIR3914-2",0,0,0,0
"MIR3915",0,0,0,0
"MIR3916",3,2,5,2
"MIR3917",0,0,0,0
"MIR3918",2,1,3,1
"MIR3919",0,0,0,0
"MIR3920",0,0,0,0
"MIR3921",0,0,0,0
"MIR3922",0,0,0,0
"MIR3923",0,0,0,0
"MIR3924",0,0,0,0
"MIR3925",0,0,0,0
"MIR3926-1",0,0,0,0
"MIR3926-2",0,0,0,0
"MIR3927",0,0,0,0
"MIR3928",0,0,0,0
"MIR3929",0,0,0,0
"MIR3934",2,2,2,9
"MIR3935",0,0,0,0
"MIR3936",0,1,2,1
"MIR3937",0,0,0,0
"MIR3938",0,0,0,0
"MIR3939",0,0,0,0
"MIR3940",277,340,158,236
"MIR3941",0,0,0,0
"MIR3942",2,2,1,0
"MIR3943",0,0,0,0
"MIR3944",0,0,0,0
"MIR3945",0,0,0,0
"MIR3960",5,3,4,1
"MIR3972",0,0,0,0
"MIR3973",0,0,0,0
"MIR3974",0,0,0,0
"MIR3975",0,0,0,0
"MIR3976",0,0,0,0
"MIR3976HG",0,0,0,0
"MIR3977",0,1,0,0
"MIR3978",0,0,0,0
"MIR409",0,0,0,0
"MIR410",0,0,0,0
"MIR411",0,0,0,0
"MIR412",0,0,0,0
"MIR421",0,2,0,0
"MIR422A",0,0,0,0
"MIR423",1,1,0,2
"MIR424",0,0,0,0
"MIR425",0,0,1,0
"MIR4251",0,0,0,0
"MIR4252",0,0,0,0
"MIR4253",1,1,5,0
"MIR4254",0,0,0,0
"MIR4255",0,0,0,0
"MIR4256",0,0,0,0
"MIR4257",1,1,4,5
"MIR4258",3,1,0,0
"MIR4259",0,0,0,0
"MIR4260",0,0,2,1
"MIR4261",0,0,0,0
"MIR4262",0,0,0,0
"MIR4263",0,2,2,1
"MIR4264",0,0,0,0
"MIR4265",0,0,0,0
"MIR4266",0,0,0,0
"MIR4267",0,0,0,0
"MIR4268",0,0,0,0
"MIR4269",0,0,0,0
"MIR4270",0,0,0,0
"MIR4271",2,3,2,7
"MIR4272",0,0,0,0
"MIR4273",0,0,1,1
"MIR4274",0,0,0,0
"MIR4275",0,0,0,0
"MIR4276",0,0,0,0
"MIR4277",0,0,0,0
"MIR4278",0,0,0,0
"MIR4279",0,0,0,0
"MIR4280",0,0,0,0
"MIR4281",0,0,0,0
"MIR4282",0,0,0,0
"MIR4283-1",0,0,0,0
"MIR4283-2",0,0,0,0
"MIR4284",0,0,0,0
"MIR4285",0,0,0,0
"MIR4286",0,0,0,0
"MIR4287",0,0,0,0
"MIR4288",0,0,0,0
